"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,5.93606380333333,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,6.53048797133333,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,6.656430962,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,5.91710665833333,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,5.52447789,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,5.52447789,,
"CHL","Chile","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,5.52447789,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,0.22,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.196666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,0.123333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.126666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.123333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,0.113333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.126666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.133333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.15,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.153333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.24,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.363333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.553333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.556666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.7,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.766666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.916666666666666,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.08,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.24,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.37333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.83,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.18333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,2.2,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.54,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.52,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.40333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.10333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.80333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.53,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.582353947298981,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.153333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.15,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,0.116666666666667,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.1,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,0.1,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,0.14,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,0.443333333333334,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,1.37,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,2.82333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,4.27333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,4.75333333333333,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,5,,
"USA","United States","IRS","Short-term interest rate","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,5.35,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,6.01386152566667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,5.28,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,6.518027531,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,6.58219353666667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,6.73031804066667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,6.461150713,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,6.22260855066667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,5.98666666666667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,6.21010788933333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,6.43760722833333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,6.44573173233333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,6.83437913966667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,6.11,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,6.36406374333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,6.355521581,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,6.786354253,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,7.32781209066667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,7.16531142933333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,6.85333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,7.20281076833333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,7.337601939,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,7.40843461133333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,7.44593395033333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,8.000725121,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,8.40333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,7.53155779333334,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,7.08301563066667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,6.86718163633333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,6.62134764166667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,6.64613881266667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,5.75333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.06697148466667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,6.09113749033333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,6.53259532766667,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,6.73676133333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,7.57333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,7.520927339,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,8.98333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,8.026551182,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,9.40333333333333,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,10.15,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,10.15,,
"MEX","Mexico","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,10.15,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.91691945773525,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.96498484848485,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.5825367965368,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.58339393939394,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.46945887445887,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.35285714285714,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.14583261183261,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,1.95517240069872,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.44218386876282,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.64498412698413,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.48082467532467,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.51878571428571,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.21689393939394,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.28479076479077,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.05997258297258,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.44537301587302,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.71294468054193,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.51302232854864,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.94704545454545,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.96159565580618,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.23698792435635,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.27784992784993,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,2.27876053770791,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.31805004936584,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.85779524568998,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.61654761904762,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.36277633477634,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.51784848484848,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.20203349282297,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.589835497835498,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.546462481962482,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.674103174603175,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,1.13383180778032,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,1.48839682539683,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,1.23544444444444,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,1.57757142857143,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,1.92354919908467,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,2.97934199134199,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,3.00869696969697,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,3.16273015873016,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,3.03510261160147,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,3.03510261160147,,
"CAN","Canada","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,3.03510261160147,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.95,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.99666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.71,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.74666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.76333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.62333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.49666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.28,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.96666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.16666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.22,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.19,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.92,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.75333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.56333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.13,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.44333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.26333333333333,,
